Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Wilderness_Area,Soil_Type,Cover_Type
3081,66,23,314.8,24.5,-767.6,52.0,71,27,152,3,4,1
2500,150,41,-30.6,-26.6,1583.9,-632.7,210,217,42,1,1,6
2540,327,13,-62.2,11.6,1326.9,1514.7,60,222,89,0,2,2
2204,302,42,80.2,25.7,1576.1,-2716.2,238,57,176,2,4,2
2836,186,37,234.1,-52.9,-799.4,579.3,13,91,126,2,1,4
2890,152,33,227.8,69.9,2650.3,308.0,82,80,222,0,6,2
2028,51,17,28.5,-2.7,-739.9,285.9,223,161,228,0,2,2
2483,93,29,-88.9,-20.2,87.4,645.1,181,91,84,1,4,2
1678,131,18,-58.4,10.4,149.6,-159.8,1,233,253,1,0,6
1941,35,18,-280.8,-15.8,-40.4,423.3,27,184,139,2,1,4
2214,142,4,410.1,71.3,-884.1,370.6,99,29,190,3,3,2
2801,163,28,66.7,82.3,692.4,157.2,245,32,137,1,6,6
2551,310,13,86.4,-22.4,530.8,400.5,103,209,62,3,0,2
2657,32,2,135.5,-42.0,261.0,1027.9,59,139,163,0,4,2
2302,124,43,47.2,4.3,1537.2,-1355.8,169,231,17,3,5,6
2715,260,6,-132.3,-49.5,-3390.9,810.5,223,184,211,1,5,2
1998,150,9,-372.4,50.8,1007.9,136.9,239,234,165,3,6,3
2752,138,25,-430.3,72.0,787.3,-546.5,164,53,6,1,2,2
2069,54,29,-349.9,-20.8,763.2,-979.3,24,92,14,1,0,2
2635,237,29,176.2,-15.5,-526.8,-153.5,195,97,223,2,0,4
3077,231,39,-46.3,-101.8,-621.3,365.3,3,36,102,1,0,1
2869,309,12,133.5,-103.5,-2741.8,140.4,98,63,254,2,4,6
2887,290,24,154.8,-44.5,87.9,-408.5,127,57,57,2,2,2
2779,218,23,237.2,-54.6,1491.0,1243.6,144,224,29,1,2,6
1554,318,21,36.6,-33.6,597.7,-98.1,31,252,32,0,4,6
2229,285,29,298.4,-2.1,-3817.3,24.3,114,210,242,0,4,2
2821,60,14,71.9,34.6,936.2,-1097.8,71,139,155,3,2,2
2455,88,44,85.9,-44.7,1053.4,2849.9,249,19,187,2,2,6
2221,195,36,133.5,-18.3,614.3,-29.1,196,222,90,2,5,2
2714,234,35,75.6,-22.2,-2938.9,-1358.3,199,166,60,1,6,2
2965,158,25,316.4,70.5,885.4,582.2,18,119,217,0,3,6
2244,1,14,-450.9,-29.9,-2270.6,-536.4,25,177,227,0,5,6
2753,83,16,-41.6,-2.9,760.8,1076.1,134,23,228,2,3,6
2626,259,37,8.4,-6.4,3297.4,1581.5,47,11,73,0,2,2
2780,1,15,-144.3,-20.4,429.7,-1025.5,238,220,186,2,1,4
3189,209,10,-250.0,-59.3,1823.7,663.2,249,238,57,0,4,6
2480,133,31,169.5,84.5,-126.0,1018.8,141,246,131,3,5,2
2946,253,0,107.0,3.6,1647.8,-470.7,55,251,151,2,6,2
3232,220,30,335.2,18.0,796.6,125.2,43,94,177,3,1,7
1986,324,32,-99.0,-4.5,-578.9,-128.4,173,253,182,3,3,3
2531,12,20,-50.7,-105.3,-2021.3,898.4,219,40,39,3,2,6
2333,243,30,348.3,-38.2,-3069.3,-414.0,100,112,87,0,6,2
2780,286,20,139.9,-2.7,549.6,-947.6,97,68,57,1,2,2
2274,187,11,2.6,28.6,623.8,514.8,241,7,213,0,6,6
2428,18,21,315.3,-7.3,-719.1,598.9,200,114,248,3,6,2
2837,228,6,-1.6,-7.9,1375.8,1059.1,194,173,204,2,6,5
2500,171,31,215.3,20.2,3469.6,-1396.5,62,120,229,2,5,2
2079,297,37,-534.5,73.4,1324.5,-2841.9,186,157,126,2,4,2
2265,253,9,352.5,-41.8,580.3,-284.9,8,194,86,3,6,2
2211,141,7,-244.5,58.9,-1467.6,-1383.1,55,151,246,3,5,2
2056,208,39,80.6,-33.8,607.5,1445.6,103,6,120,0,5,2
2868,5,14,66.1,-40.7,796.0,802.7,140,214,171,3,4,2
3126,5,40,-192.5,-5.6,-945.7,657.8,74,169,199,3,5,1
2136,25,15,3.9,45.3,2796.0,-2688.1,193,205,232,2,3,2
3383,84,5,-104.6,-22.6,4867.2,1437.7,66,207,122,2,2,1
2725,262,9,-291.4,24.4,2473.5,731.8,5,1,18,3,2,2
1850,81,42,160.2,5.9,-1413.9,-832.2,208,8,215,2,0,4
1829,353,6,134.0,25.7,628.8,-772.0,130,204,92,1,6,3
2040,49,21,351.4,-56.8,-35.6,558.6,30,211,153,0,2,2
2956,44,41,394.3,19.3,-1938.7,1949.0,152,59,221,1,1,2
1909,16,21,453.1,16.2,760.1,-1072.0,7,139,61,2,3,3
2073,50,16,155.8,-35.5,1384.1,-366.7,72,227,53,0,0,2
3016,169,32,125.4,28.4,-1477.4,703.6,146,62,129,0,4,1
2316,72,24,203.3,2.0,25.8,-815.6,213,110,144,3,6,2
2601,292,29,-10.1,57.9,607.3,672.9,216,70,33,3,3,2
1787,308,11,-41.0,-100.6,-1317.9,63.7,26,67,157,3,0,3
2528,51,11,134.3,-33.8,2086.3,18.9,159,55,242,2,6,2
2103,58,35,178.9,-62.4,838.5,-895.2,184,203,129,0,0,2
2175,301,8,-165.3,-13.4,688.0,-248.3,82,109,169,0,6,2
1941,154,44,-152.6,-71.5,-1588.1,-436.6,217,105,111,2,5,3
2625,331,10,307.0,-21.0,130.8,-1101.7,139,42,225,1,1,2
1257,192,21,16.5,75.7,235.0,41.4,199,72,89,2,5,3
2534,166,17,309.8,-33.5,2206.6,163.5,151,21,88,2,5,2
2957,205,39,-232.4,82.9,874.5,949.0,142,38,173,3,6,2
2844,174,18,-179.2,-24.4,1298.4,-445.2,222,110,17,0,6,6
1790,241,29,56.6,-46.4,758.2,-367.3,208,178,176,1,2,3
2814,22,21,-392.2,-48.1,5037.0,794.9,201,97,20,3,6,2
2720,293,1,7.1,-32.7,-1698.8,942.1,12,123,164,0,2,5
2859,132,31,-272.8,-12.4,-739.2,428.3,160,101,15,0,4,2
2262,133,7,-17.0,15.6,-1751.2,1118.6,140,247,245,0,0,5
3024,144,38,426.8,37.5,612.1,-848.2,67,15,165,2,5,1
2702,344,40,-358.7,-43.8,470.0,-820.3,139,105,179,2,3,2
2038,218,2,-99.7,36.5,699.8,576.4,88,170,84,2,4,2
2185,102,16,-248.6,104.8,-2155.6,645.5,143,222,85,0,5,2
2378,207,11,122.0,-44.5,791.7,246.9,128,81,52,2,6,2
2783,22,33,-4.7,8.8,196.2,-392.1,208,216,230,3,2,2
2779,218,9,-274.7,18.2,1291.0,-1826.2,210,9,243,0,6,2
2786,12,39,-305.3,73.5,721.0,473.6,111,235,182,1,1,2
2174,46,18,81.2,25.7,-1576.9,1345.3,239,93,97,3,0,2
2417,305,10,-144.6,65.9,-64.0,-127.7,212,4,22,3,0,6
2068,3,40,-207.8,46.4,-1153.0,-1267.3,13,164,215,3,1,6
2461,159,29,-107.2,48.3,-254.8,542.5,102,208,158,0,2,2
2052,72,11,-91.4,11.4,1349.3,-822.9,98,236,208,3,0,2
2400,92,26,350.7,55.2,-2601.8,-440.0,175,227,15,3,1,6
2894,68,23,35.1,57.8,961.1,-209.4,100,9,4,1,2,2
2254,210,43,-79.3,-116.4,-1547.0,2089.2,249,89,174,2,5,2
2889,114,35,-415.5,47.0,379.8,258.1,155,162,19,2,0,4
3035,332,26,153.2,33.7,427.9,2032.3,24,192,109,2,3,1
2142,297,3,45.1,9.0,985.9,-597.5,12,89,193,1,5,5
3265,343,37,172.9,3.3,675.5,-36.1,14,67,215,2,1,4
2937,52,26,-24.2,-12.8,1241.4,-520.0,14,180,152,1,2,2
2220,323,28,108.4,71.3,-1062.0,-1299.0,63,73,84,3,2,2
2451,256,12,33.4,30.8,-1283.7,63.4,36,227,70,1,1,6
2229,302,4,-178.1,-22.2,2193.7,-476.0,230,10,17,2,1,4
2655,326,26,261.5,-0.4,-2290.5,-59.4,14,17,152,3,2,2
2690,59,2,433.3,-21.9,1645.7,-520.3,125,51,222,2,5,2
2310,49,0,-167.4,2.2,-445.9,-700.0,162,140,75,0,5,2
2479,342,2,86.4,-71.3,-845.4,-455.0,253,228,235,0,4,2
2305,294,15,235.8,-22.7,348.4,-886.5,22,184,51,0,4,2
1835,82,32,231.3,9.3,1165.1,-931.7,125,114,98,1,3,3
1909,162,4,-117.5,-27.7,-5583.1,148.3,64,97,50,2,4,3
2765,42,7,-287.6,38.1,-1503.2,-1659.6,116,240,90,0,6,2
1763,263,24,-298.2,97.3,-2419.4,69.4,75,51,111,1,1,3
2353,230,25,26.8,33.1,-1273.6,-402.3,15,90,202,3,6,2
2994,91,33,-122.5,36.1,1299.3,-177.9,135,173,96,1,4,2
2822,242,22,27.3,-114.4,-981.2,-1991.0,226,211,170,3,6,2
3037,268,1,-381.9,21.0,-14.7,863.4,180,244,230,0,0,1
1942,103,37,-171.2,-23.8,1148.8,1254.8,97,17,25,3,4,3
2769,263,23,302.5,-38.0,-1927.7,-1197.7,222,151,184,3,4,2
2759,354,32,113.1,69.7,231.8,-1734.2,127,217,160,1,0,2
2469,54,33,120.2,52.9,850.7,218.5,67,234,35,2,3,6
2640,155,35,159.3,-21.5,-1055.7,-885.4,10,171,105,3,5,2
2515,115,5,256.2,-20.4,-135.2,-122.7,163,213,192,1,3,2
3169,15,19,-24.4,82.3,732.4,1.3,162,123,139,1,5,1
2262,263,43,-141.5,60.7,1343.9,2024.2,188,73,134,3,6,2
2000,288,34,346.5,4.5,-1081.6,276.9,151,107,86,2,2,2
2899,335,6,314.3,-34.9,-1819.2,-1659.6,178,232,37,2,6,2
1956,128,27,-61.4,18.6,1974.6,689.0,173,195,217,2,6,3
2160,2,11,-38.5,-12.2,1602.0,57.3,100,114,151,0,4,2
2635,13,6,-373.6,-56.5,1324.6,299.4,160,130,193,3,3,2
2310,220,34,-0.4,31.0,3984.7,1752.5,21,106,117,3,5,2
2108,244,17,-8.2,-94.0,-311.0,1243.1,106,241,243,1,6,2
2872,59,27,128.8,62.4,-1703.8,-1780.5,99,141,136,0,0,2
1757,41,38,72.6,13.4,104.3,-1415.9,209,141,197,2,4,3
2627,173,15,-269.5,-63.0,-1038.5,-656.0,32,55,23,1,6,2
2223,145,16,223.4,21.7,-2607.0,-309.1,5,148,177,1,5,2
2344,336,29,-34.3,-15.7,-325.3,-207.1,50,51,63,1,2,2
2771,143,29,-136.0,67.0,-2305.2,2168.7,209,203,113,2,5,2
2694,206,14,-143.9,-28.9,288.5,462.6,226,34,221,3,0,6
2555,6,14,-289.2,-31.8,840.6,-1699.0,161,33,107,1,3,2
3312,189,1,23.4,17.2,-2462.0,-646.0,211,169,59,3,5,7
2257,305,19,-49.1,83.2,-692.0,-729.7,6,245,188,0,1,6
3189,88,1,-52.6,89.1,-3877.7,-1351.7,129,194,89,2,0,4
2587,125,16,-117.6,3.1,-1783.6,-155.9,130,108,84,1,4,2
2535,329,19,8.6,-46.6,1127.1,-1576.3,118,84,39,0,4,2
2619,33,39,452.6,-0.2,-1417.6,-521.5,25,219,21,0,5,6
2952,88,18,49.7,-18.2,1610.9,2794.8,100,184,44,2,3,2
1837,148,25,154.2,29.9,1010.4,-1127.6,249,33,134,0,6,6
3348,175,7,252.6,54.9,700.3,-735.4,191,34,125,2,6,1
3403,185,42,-379.4,82.3,-1031.4,-1085.3,36,232,144,3,6,7
2013,18,19,273.1,-104.5,199.0,-331.7,199,65,43,0,1,2
2004,178,20,-99.6,-92.0,1221.6,236.3,4,159,129,2,5,2
2312,67,25,-238.6,53.4,128.7,-1232.7,218,13,128,3,2,6
2315,213,25,465.7,71.8,-4017.5,293.9,43,70,244,1,1,6
2505,5,22,-363.2,-38.5,243.4,666.9,178,69,182,1,6,2
2489,239,35,134.4,69.4,-579.4,-356.6,45,247,244,3,4,6
2462,11,17,-118.9,69.2,1827.3,-79.2,157,100,163,1,1,2
3344,256,9,113.5,36.3,-819.1,507.3,66,130,32,0,1,1
2241,152,28,187.2,-10.2,-188.5,1635.6,227,152,251,3,0,2
2136,47,35,556.7,20.0,-957.8,18.2,151,81,244,0,0,2
2946,66,7,207.0,77.2,-111.8,-425.5,9,122,165,0,3,2
3078,132,30,-288.5,22.2,-1874.4,-820.0,5,138,187,3,3,1
2266,45,31,87.2,74.4,3680.6,-713.1,57,242,2,0,5,6
2673,247,14,316.5,-0.4,1640.3,-307.4,102,38,199,1,0,2
2465,62,0,27.0,40.9,-875.4,-508.2,33,184,206,0,1,5
1874,16,7,15.8,-15.3,3065.4,1968.6,50,203,139,0,1,5
2339,198,34,70.2,4.6,1800.6,-364.6,78,120,235,2,5,2
2695,352,9,-218.7,85.9,-1482.3,1612.4,138,43,105,0,4,2
1969,297,11,117.5,53.6,-961.8,-755.8,33,47,45,3,1,3
2074,60,39,222.2,17.5,44.0,-507.6,233,122,176,2,6,2
2459,318,8,-93.2,97.9,-13.7,1265.4,167,13,121,1,3,2
3431,202,28,51.1,57.2,2656.4,-57.6,242,203,213,2,4,1
3079,178,21,183.8,85.6,-1841.0,1253.8,56,93,108,0,4,1
2549,319,30,-34.2,-35.3,-98.0,-477.6,80,174,52,1,1,2
2605,220,14,24.9,-108.2,361.4,372.9,28,145,25,2,1,4
3023,95,29,57.2,12.8,955.4,122.3,174,249,122,3,2,1
2343,133,15,-391.0,21.4,-2608.1,2503.0,111,214,54,2,5,2
2717,248,3,117.7,-0.6,2817.3,-1379.3,148,51,93,2,6,2
2220,1,29,224.0,19.3,1704.2,164.1,2,208,25,3,0,6
2654,59,32,-21.4,-53.4,-3065.9,-1751.3,35,111,86,1,3,2
2939,313,12,259.0,-24.8,2614.0,-461.5,63,69,7,1,4,2
2115,222,14,-344.7,62.6,1645.6,463.5,112,39,173,3,2,2
2838,168,18,169.2,-9.0,-861.1,153.0,92,193,246,1,5,2
2883,244,35,84.7,-92.9,121.8,-1218.9,205,215,27,3,5,6
2381,9,43,172.1,63.3,-2368.2,-182.8,241,26,129,0,2,6
1766,190,44,-6.9,-10.3,1229.7,-587.4,250,252,196,3,5,3
2493,2,34,101.6,-42.0,-1088.0,2094.1,211,75,239,0,0,2
3633,242,26,46.7,44.0,-653.2,-396.6,45,112,206,2,4,1
2397,297,39,295.2,55.1,-606.3,-744.0,121,75,0,0,6,2
2129,88,37,116.0,27.8,732.4,258.0,232,118,188,3,5,2
2773,309,9,-100.7,-93.9,-2772.9,760.0,246,127,228,1,0,2
2278,53,5,90.6,60.7,787.4,768.2,2,139,145,2,1,4
2114,316,28,22.0,-45.1,-3236.8,975.4,7,148,184,3,4,2
2657,243,11,69.5,8.6,-1611.0,-846.8,169,58,223,3,6,2
3058,220,11,52.1,2.6,-990.2,283.1,29,113,56,0,4,1
2648,341,14,29.5,114.4,-117.6,2099.0,4,172,35,1,0,2
2483,264,30,-67.5,22.2,2501.6,-1443.5,12,10,106,3,3,2
2638,269,14,129.6,-8.0,469.0,-329.5,209,151,71,0,3,2
2065,348,15,105.9,-28.1,1200.1,1274.2,19,231,22,0,5,6
2024,305,43,76.9,-48.1,184.2,234.8,248,232,76,0,1,2
3336,51,12,11.3,-37.1,-675.0,-574.7,44,84,211,1,6,1
2413,26,36,-31.3,-2.0,-1008.4,-1161.2,180,111,174,2,5,2
2457,192,30,-55.0,-43.3,30.7,-364.4,66,55,44,3,0,2
2430,289,37,-133.2,52.7,-1181.7,-1434.2,47,133,237,2,3,2
2128,263,2,-310.9,-128.9,2447.7,-547.4,132,46,128,1,3,2
2806,346,23,-229.4,-18.8,1892.4,-339.2,142,27,105,1,3,2
1453,253,8,-161.2,-64.2,-163.3,397.9,5,77,200,1,3,3
2646,99,32,161.2,-34.2,-487.8,231.3,43,239,131,0,6,6
2264,332,38,-7.3,71.3,-1319.7,-1120.9,25,95,34,2,5,2
2628,173,4,135.3,-88.9,-133.7,-386.5,125,30,178,2,1,4
2865,52,5,-24.4,-47.4,576.5,-1693.1,158,1,15,1,0,5
2578,134,27,-37.0,61.4,-3077.7,-120.9,197,202,58,2,2,2
1995,197,15,-85.1,-14.4,1962.0,1212.8,121,29,252,0,3,6
2744,246,14,-267.6,36.4,-1699.8,-261.0,220,243,7,1,2,6
2553,49,16,-86.3,-24.4,-722.0,-153.6,88,99,231,2,3,2
3219,265,11,-77.8,-45.2,-1018.0,257.5,22,112,95,0,5,1
2174,62,33,185.0,60.7,-141.2,-1641.5,181,88,101,2,6,2
3290,298,7,19.9,-42.2,-922.5,93.9,110,28,48,3,1,7
2254,36,44,103.0,-63.0,-882.6,2534.4,107,31,181,1,2,2
2153,30,31,225.1,-20.3,509.7,107.2,180,208,223,0,1,2
1406,144,9,15.1,103.2,2958.1,350.6,28,68,148,2,1,4
2336,95,33,-38.2,-56.0,-910.7,2128.2,64,221,87,3,6,2
2788,334,14,-209.8,-4.1,2981.2,-856.3,87,78,222,1,0,2
2336,160,19,-9.1,-0.5,-855.4,-1275.6,101,233,9,0,6,6
2407,154,3,74.2,48.2,-1191.5,-2470.9,195,11,146,2,1,4
2874,163,12,-8.7,20.7,165.7,345.1,209,33,181,3,2,2
2909,278,44,-135.0,-61.7,-1145.6,550.8,119,157,223,0,3,2
2230,113,42,326.6,-1.6,-35.5,108.2,133,190,234,3,4,2
2873,292,42,-14.7,-6.3,-495.2,1814.9,181,139,56,2,5,2
2910,149,27,95.6,-42.6,2910.2,1000.5,167,0,235,0,4,6
3572,245,39,-157.4,-60.1,144.2,-101.5,148,220,219,0,6,1
2199,138,2,218.3,39.7,1345.9,1431.5,206,168,152,3,3,2
1803,226,39,101.6,26.1,-954.4,90.2,157,7,175,0,5,3
2571,51,33,167.9,-54.4,-2501.7,-1066.7,237,152,170,1,6,2
2075,268,0,300.0,-7.6,-1113.3,-67.9,176,5,156,2,6,2
2095,64,22,69.6,-42.6,-486.2,-1065.9,93,228,31,3,5,6
2525,182,18,235.0,-81.0,-1037.3,-1857.9,231,123,102,0,3,2
2601,15,2,-51.7,25.7,422.0,-728.0,40,7,38,2,5,5
2433,201,43,-153.6,-19.0,-2987.2,-39.6,65,24,92,2,2,2
2693,57,41,-10.7,4.6,-1160.9,-1051.3,75,232,125,0,3,2
2704,44,2,98.1,36.3,371.8,852.2,183,246,237,1,0,2
2368,129,27,-152.8,-86.8,354.7,130.4,14,34,119,2,2,2
2969,300,4,-37.0,-16.6,-619.9,-971.3,18,105,88,1,2,5
3152,186,26,363.9,49.1,1077.9,-1101.0,95,34,192,3,1,1
2561,6,10,-83.9,-24.9,511.2,-1282.5,177,184,249,1,0,2
3053,128,32,-405.4,6.8,-219.8,-1925.0,231,204,111,3,0,1
2686,142,21,-17.3,-66.7,860.1,-12.4,13,81,244,2,0,4
2431,20,12,353.9,-1.2,-2106.5,1557.0,24,99,120,0,4,2
2411,149,24,-120.0,-53.7,-1650.2,515.8,185,129,159,2,3,2
3354,237,25,47.4,18.1,-1932.0,924.4,50,210,23,1,1,6
2147,99,10,-83.5,4.3,-133.4,196.8,244,62,85,3,3,6
2049,15,19,158.7,-50.2,1449.7,407.4,245,53,194,1,3,6
2989,142,4,366.1,-10.4,-2116.2,-800.7,37,41,136,2,0,4
2538,18,35,74.5,84.6,-319.1,-279.6,220,252,223,2,3,2
1890,300,41,76.7,45.8,-1221.1,-1253.9,125,227,45,3,0,3
2028,75,5,297.9,21.7,-144.2,-323.5,138,154,189,0,2,2
2387,107,44,-206.7,49.1,1424.4,789.7,67,138,223,1,6,2
1987,350,37,78.0,11.2,2411.2,2287.8,69,89,126,0,3,3
2414,170,40,-5.1,-17.7,234.5,450.6,250,26,66,1,6,6
2373,345,39,-265.7,-88.6,-2049.1,-85.7,23,67,126,3,6,2
2590,208,20,-48.3,-13.3,1046.7,-120.1,194,69,70,3,0,2
1955,336,11,202.7,-67.7,-855.2,-214.4,120,83,124,2,0,4
2426,187,18,-338.4,-34.5,1531.7,-1370.2,108,113,180,3,0,2
2599,49,21,6.8,-72.7,-1489.5,779.3,111,226,192,2,2,2
1901,185,27,188.8,20.9,1610.5,-558.4,224,72,169,0,3,3
1901,294,44,46.6,20.2,-274.6,824.0,88,10,119,3,3,3
2989,48,24,-348.1,51.7,-2826.1,438.5,19,68,161,3,1,2
2356,328,10,107.9,28.2,218.3,-649.9,150,171,140,3,2,2
1971,108,2,329.7,82.1,520.4,308.1,166,8,157,1,5,3
2895,169,17,-58.5,-35.9,66.2,487.0,221,138,199,1,6,2
2384,209,19,-73.0,62.2,1918.5,773.2,250,10,252,1,6,6
1809,99,20,135.4,-23.4,743.5,-69.6,245,220,159,0,2,3
2290,135,27,183.2,4.9,-1186.7,17.4,252,69,106,0,3,2
2575,52,28,6.0,19.0,-1337.9,54.8,55,36,147,1,5,2
2987,274,1,-352.7,-7.2,556.1,2039.9,140,250,196,0,5,2
1990,331,4,511.3,77.5,-46.7,1320.4,187,33,72,3,4,3
2606,287,38,424.8,-18.7,1475.8,1207.2,37,11,57,2,6,2
2931,127,39,-30.6,-2.8,-2392.7,3.7,160,29,233,2,6,6
1377,344,4,-110.2,-100.3,-2413.3,77.4,174,72,49,2,3,3
2433,11,17,-214.1,67.1,-962.8,195.0,60,232,77,3,4,2
2750,122,36,-0.5,-49.1,366.6,-1546.6,81,79,7,1,2,2
2507,152,36,11.2,-33.4,-809.5,-461.3,244,55,175,3,1,2
2404,36,17,-125.0,-3.3,1817.9,-311.6,149,237,234,0,2,2
2009,237,0,300.9,-24.9,-1260.9,-1121.2,119,209,157,1,6,2
2692,157,21,87.2,-27.7,-288.9,-860.0,252,199,98,2,1,4
2424,307,11,578.6,-18.5,-624.3,767.0,119,150,2,1,2,2
2086,100,23,68.7,-36.0,234.0,445.4,4,35,125,3,0,2
2688,203,5,-302.9,78.8,-2083.1,856.3,80,174,168,1,4,2
2705,26,0,394.6,53.5,796.2,1014.5,152,81,42,2,0,4
2354,36,7,251.1,39.0,-822.4,-1392.2,167,249,235,3,0,2
2721,156,30,-198.0,-97.6,-1122.2,205.7,184,251,129,1,0,2
2517,9,17,-352.7,-6.5,378.9,465.4,137,140,156,3,5,2
2458,183,2,383.6,14.9,-537.8,494.1,33,63,146,1,5,2
3574,220,13,134.7,54.5,-2159.1,1117.4,168,127,232,2,6,1
2538,255,17,82.8,-6.3,-1698.0,298.4,81,83,158,1,2,2
2311,112,4,135.1,60.1,-1429.3,-403.0,6,48,112,3,1,2
2719,236,1,54.7,8.9,2202.0,1270.2,59,18,91,2,3,5
2895,186,31,-9.5,-34.3,3368.6,430.1,165,209,238,1,1,2
2546,225,34,-13.0,63.4,170.6,-1207.7,40,236,162,2,2,6
1918,164,35,83.4,-1.3,-1355.0,-1824.0,235,97,23,1,6,6
2597,195,11,158.1,-19.2,-462.2,2142.3,156,242,34,3,4,6
2345,185,1,205.7,-42.3,-1428.7,-737.0,212,121,75,0,3,2
2312,138,0,39.1,-12.0,-2613.8,-782.3,66,177,143,3,1,5
2991,248,35,-39.7,-43.9,1037.5,-2113.1,149,182,97,3,0,2
2957,80,18,221.4,23.8,-1420.6,-222.7,91,87,247,2,3,2
2761,51,22,74.2,-4.1,1516.3,-1180.9,105,179,158,1,6,2
3151,197,8,64.9,118.7,-999.2,-1934.4,234,115,171,0,2,1
2911,308,19,322.6,15.7,-621.3,15.1,79,201,162,0,6,2
3006,115,19,-575.0,-28.1,111.2,1035.2,188,129,166,0,0,1
2473,19,22,113.1,22.1,1987.0,-375.0,206,153,195,1,5,2
2636,71,36,1.2,35.9,1277.2,-534.4,73,211,243,1,4,2
2534,83,32,232.2,15.3,-112.8,-154.1,160,51,13,0,2,2
3280,182,29,-134.4,-178.0,-124.5,-372.3,136,128,125,1,1,1
2350,67,20,176.5,6.9,277.3,763.2,29,57,229,3,6,6
2871,8,44,-204.1,35.1,901.7,723.2,50,199,158,3,1,2
2094,293,10,18.1,-24.7,-77.2,1535.1,11,142,149,3,2,2
2929,214,12,-211.0,-90.5,-1132.3,-2342.3,20,234,194,2,5,6
2372,18,14,-615.9,-65.7,748.7,492.4,170,30,9,1,5,2
2205,199,43,-326.0,-5.8,-372.3,-632.8,219,143,147,2,5,2
2852,238,30,349.2,28.2,2801.3,-2173.8,15,232,78,2,4,6
2755,258,27,186.9,-82.4,-291.6,-495.0,109,194,216,2,4,2
2503,16,38,-27.2,28.3,-849.9,620.4,131,33,142,3,5,2
2376,201,7,39.6,-31.4,925.0,89.2,178,58,232,2,5,5
2479,212,41,381.4,35.9,306.2,40.7,206,123,194,3,5,2
3016,16,8,228.5,-42.6,-573.4,677.7,17,212,54,3,6,1
2400,0,26,364.9,-8.3,-1010.9,-346.0,50,42,44,1,1,2
2109,281,28,-252.1,72.6,262.1,2408.9,226,232,202,2,2,2
2890,181,43,44.4,-13.2,2084.7,515.3,177,121,210,3,2,2
1936,324,24,169.4,-35.6,875.2,-138.3,13,103,203,2,0,4
2534,42,30,-354.0,-20.8,-1531.3,1669.4,21,71,54,2,3,2
2950,315,11,170.3,17.5,-687.0,295.3,197,159,240,0,0,2
2561,181,21,202.1,-44.0,2366.0,430.8,22,131,217,3,3,2
3042,12,26,-290.5,86.1,673.0,-797.0,221,141,38,2,0,4
3477,53,9,94.0,40.7,2712.6,-499.0,14,91,169,1,0,1
2159,31,15,-336.3,89.1,-1155.0,464.1,7,42,173,1,6,2
2137,276,15,336.3,59.5,-250.1,49.5,148,129,29,0,1,2
2280,290,27,48.9,-27.7,2187.6,-57.8,226,1,160,3,4,6
2308,320,24,332.5,73.5,-491.9,-485.7,111,200,152,0,4,2
1952,261,16,249.8,11.5,-244.0,-961.8,215,20,248,3,3,6
3054,280,4,-36.6,87.9,1174.5,-1071.2,197,115,146,0,2,1
2931,322,38,-290.1,16.7,2446.8,735.3,68,19,47,2,6,2
3090,41,21,331.7,-110.6,1499.1,-637.1,48,5,18,1,3,1
2572,131,3,45.2,-17.2,-342.0,767.9,250,13,198,1,6,5
2442,169,5,-70.7,-4.3,1146.0,-162.8,125,107,193,2,3,5
2193,324,42,-74.5,-60.2,641.7,-124.3,99,6,170,1,1,2
2953,118,35,19.5,74.9,-1029.7,-1180.1,166,101,249,2,6,2
2813,189,6,-141.6,-35.3,1090.6,318.2,131,20,243,0,1,2
2716,356,33,-230.3,-47.5,-1753.0,-175.0,210,237,171,0,5,2
2555,57,25,197.6,9.2,-1013.9,77.8,116,198,51,0,1,2
2157,345,34,65.0,-60.2,847.3,531.7,253,136,84,3,4,2
3037,35,16,-208.7,33.1,-4028.0,810.1,75,100,126,1,2,1
3045,162,37,-196.2,28.4,-195.4,-1090.7,35,155,7,3,0,1
2428,201,3,-38.9,70.8,-564.9,219.8,144,140,243,3,0,5
2539,76,23,-327.6,-53.6,-837.8,-476.4,123,194,154,0,0,2
2582,236,6,-299.6,-4.9,-1171.1,652.8,151,237,248,1,3,2
2570,297,2,42.1,3.0,705.8,151.3,23,41,218,3,4,5
3161,353,32,186.7,-77.0,-69.1,-106.6,37,73,201,2,4,1
2702,59,37,-32.5,9.7,261.3,-2021.4,148,251,49,3,1,6
2512,244,44,280.1,-19.1,209.3,267.2,207,33,94,1,1,2
2776,112,39,-81.6,38.0,-3371.9,245.5,30,57,172,3,1,2
2476,186,21,-5.5,-35.3,-1616.5,-311.1,52,202,72,3,5,2
2220,78,33,-12.7,-17.6,110.4,381.6,44,36,254,0,4,6
2402,291,41,265.8,-17.4,-1275.6,-2263.2,79,125,87,2,3,2
2236,41,35,165.8,-1.1,1916.8,911.9,62,6,4,0,4,2
2350,25,31,-82.7,28.6,-731.8,424.1,178,132,38,1,4,2
2791,309,38,-0.4,-59.6,-920.0,-117.3,135,137,109,0,5,2
